,Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
30,0,0.0,0,0.0,2.0,35.0,0.0,10.0,0.0,False,Feb,1,1,6,3,Returning_Visitor,False,False
31,0,0.0,0,0.0,3.0,78.0,0.0,6.6666666999999995,0.0,False,Feb,1,2,6,6,Returning_Visitor,True,False
32,0,0.0,0,0.0,8.0,209.5,0.0,2.5,0.0,False,Feb,2,2,1,1,Returning_Visitor,False,False
33,0,0.0,0,0.0,10.0,183.6666667,4.0,8.0,0.0,False,Feb,1,1,3,1,Returning_Visitor,False,False
34,0,0.0,0,0.0,14.0,380.5,1.4285714,2.8571429,0.0,False,Feb,2,2,1,1,Returning_Visitor,False,False
35,0,0.0,0,0.0,52.0,2086.242857,1.5384615000000001,2.0352564,0.0,False,Feb,2,2,7,1,Returning_Visitor,False,False
36,0,0.0,0,0.0,8.0,388.0,2.5,5.625,0.0,False,Feb,3,2,1,4,Returning_Visitor,True,False
37,2,18.0,0,0.0,5.0,298.0,0.0,2.8571429,0.0,True,Feb,2,2,8,4,Returning_Visitor,False,False
38,0,0.0,0,0.0,7.0,63.0,2.8571429,7.1428571,0.0,True,Feb,2,2,1,3,Returning_Visitor,False,False
39,0,0.0,0,0.0,9.0,482.0,0.0,2.2222222,0.0,False,Feb,2,5,1,6,Returning_Visitor,False,False
40,1,9.0,0,0.0,46.0,4084.393939,0.0,0.1794872,0.0,False,Feb,2,2,8,4,Returning_Visitor,False,False
41,0,0.0,0,0.0,3.0,22.0,0.0,6.6666666999999995,0.0,True,Feb,1,1,3,2,Returning_Visitor,False,False
42,0,0.0,0,0.0,15.0,310.1666667,0.0,0.6666667000000001,0.0,False,Feb,1,1,4,4,Returning_Visitor,False,False
43,0,0.0,0,0.0,2.0,34.0,0.0,5.0,0.0,True,Feb,3,2,2,3,Returning_Visitor,False,False
44,0,0.0,0,0.0,4.0,88.0,0.0,5.0,0.0,False,Feb,4,1,1,3,Returning_Visitor,False,False
45,0,0.0,0,0.0,22.0,622.25,0.3030303,0.6060606,0.0,True,Feb,2,5,1,4,Returning_Visitor,False,False
46,0,0.0,0,0.0,14.0,222.4,1.7142857,5.7142857,0.0,False,Feb,1,1,1,2,Returning_Visitor,False,False
47,0,0.0,0,0.0,3.0,80.0,6.6666666999999995,13.3333333,0.0,True,Feb,3,2,1,3,Returning_Visitor,False,False
48,0,0.0,0,0.0,11.0,800.8333333,0.0,0.3636364,0.0,False,Feb,3,2,1,3,Returning_Visitor,False,False
49,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,True,Feb,2,2,3,2,Returning_Visitor,False,False
50,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,False,Feb,1,1,3,4,Returning_Visitor,True,False
51,0,0.0,0,0.0,12.0,265.1666667,1.1111111,2.6111111,0.0,True,Feb,3,2,1,3,Returning_Visitor,False,False
52,0,0.0,0,0.0,2.0,29.0,0.0,10.0,0.0,True,Feb,2,4,4,2,Returning_Visitor,True,False
53,0,0.0,0,0.0,4.0,160.0,0.0,7.5,0.0,False,Feb,4,2,2,3,Returning_Visitor,False,False
54,0,0.0,0,0.0,4.0,135.6666667,5.0,2.5,0.0,True,Feb,3,3,1,4,Returning_Visitor,False,False
55,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,True,Feb,2,4,1,3,Returning_Visitor,False,False
56,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,True,Feb,3,2,3,3,Returning_Visitor,False,False
57,4,56.0,2,120.0,36.0,998.7416667,0.0,1.4736467,19.44707913,True,Feb,2,2,4,1,Returning_Visitor,False,False
58,0,0.0,0,0.0,4.0,104.0,0.0,5.0,0.0,True,Feb,2,6,6,3,Returning_Visitor,False,False
59,2,16.0,0,0.0,16.0,381.6865079,1.1764706,4.6568627000000005,0.0,True,Feb,2,4,2,1,Returning_Visitor,False,False
60,0,0.0,0,0.0,6.0,169.0,0.0,1.6666667,0.0,True,Feb,1,1,3,3,Returning_Visitor,False,False
61,0,0.0,0,0.0,8.0,400.8,5.0,12.0833333,0.0,False,Feb,1,1,1,3,Returning_Visitor,False,False
62,12,279.4166667,0,0.0,42.0,1553.583333,0.8999999999999999,1.9666666999999998,38.30849268,False,Feb,1,1,3,2,Returning_Visitor,False,False
63,0,0.0,0,0.0,14.0,706.5,0.0,0.7142857,0.0,False,Feb,2,2,5,4,Returning_Visitor,True,False
64,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,False,Feb,2,2,4,3,Returning_Visitor,False,False
65,3,87.83333333,0,0.0,27.0,798.3333333,0.0,1.2643678,22.9160357,True,Feb,2,2,3,1,Returning_Visitor,False,True
66,4,44.0,0,0.0,90.0,6951.972222,0.2150538,1.5013034,0.0,False,Feb,4,1,1,3,Returning_Visitor,False,False
67,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,True,Feb,2,2,5,1,Returning_Visitor,False,False
68,0,0.0,0,0.0,18.0,902.0,0.0,0.7407407,0.0,False,Feb,2,7,2,4,Returning_Visitor,False,False
70,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,False,Feb,2,6,1,2,Returning_Visitor,False,False
71,0,0.0,0,0.0,20.0,197.3777778,2.5,5.25,0.0,False,Feb,2,6,6,1,Returning_Visitor,False,False
72,0,0.0,0,0.0,2.0,43.0,0.0,10.0,0.0,True,Feb,2,2,3,3,Returning_Visitor,False,False
73,0,0.0,0,0.0,8.0,426.6666667,0.0,1.25,0.0,False,Feb,2,4,3,2,Returning_Visitor,False,False
74,0,0.0,0,0.0,3.0,135.0,0.0,6.6666666999999995,0.0,False,Feb,2,4,3,3,Returning_Visitor,False,False
75,0,0.0,0,0.0,16.0,588.3333333,0.0,2.5,0.0,False,Feb,2,4,1,1,Returning_Visitor,False,False
76,10,839.0500000000011,0,0.0,36.0,2111.341667,0.4347826,1.4492754,11.43941195,False,Feb,2,6,1,2,Returning_Visitor,False,True
77,0,0.0,0,0.0,2.0,76.0,0.0,5.0,0.0,True,Feb,3,2,3,3,Returning_Visitor,False,False
78,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,True,Feb,1,1,1,3,Returning_Visitor,True,False
79,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,True,Feb,1,1,1,3,Returning_Visitor,False,False
80,0,0.0,0,0.0,7.0,208.0,0.0,2.8571429,0.0,False,Feb,4,1,1,5,Returning_Visitor,True,False
81,0,0.0,0,0.0,4.0,270.0,0.0,1.6666667,0.0,True,Feb,1,1,1,3,Returning_Visitor,False,False
82,0,0.0,0,0.0,6.0,39.5,0.0,2.0,0.0,False,Feb,2,2,1,3,Returning_Visitor,False,False
83,0,0.0,0,0.0,12.0,375.0,1.6666667,5.8333333000000005,0.0,False,Feb,3,2,4,1,Returning_Visitor,False,False
84,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,True,Feb,2,2,2,1,Returning_Visitor,True,False
85,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,False,Feb,1,1,1,3,Returning_Visitor,False,False
86,0,0.0,0,0.0,7.0,150.0,5.7142857,8.5714286,0.0,False,Feb,2,2,2,1,Returning_Visitor,False,False
87,0,0.0,0,0.0,3.0,138.0,0.0,6.6666666999999995,0.0,False,Feb,1,1,1,3,Returning_Visitor,False,False
88,0,0.0,0,0.0,7.0,337.5,2.8571429,2.3809524,0.0,True,Feb,4,1,3,3,Returning_Visitor,False,False
89,0,0.0,0,0.0,19.0,620.0333333,0.0,0.7894737000000001,0.0,False,Feb,1,1,4,2,Returning_Visitor,False,False
90,2,36.0,0,0.0,15.0,168.8461538,0.0,1.1764706,0.0,True,Feb,1,1,1,3,Returning_Visitor,False,False
91,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,False,Feb,1,1,1,2,Returning_Visitor,True,False
92,0,0.0,0,0.0,2.0,52.0,0.0,10.0,0.0,False,Feb,1,1,1,3,Returning_Visitor,False,False
93,0,0.0,0,0.0,13.0,649.25,0.0,1.5384615000000001,0.0,False,Feb,2,2,1,5,New_Visitor,False,False
94,0,0.0,0,0.0,27.0,925.3333333,0.3703704,2.5925925999999997,0.0,True,Feb,4,1,3,3,Returning_Visitor,False,False
95,0,0.0,0,0.0,2.0,33.0,0.0,10.0,0.0,True,Feb,1,1,1,3,Returning_Visitor,False,False
96,0,0.0,0,0.0,6.0,1566.5,5.0,6.6666666999999995,0.0,True,Feb,1,1,1,3,Returning_Visitor,False,False
97,0,0.0,0,0.0,4.0,105.0,0.0,2.5,0.0,True,Feb,1,1,1,4,Returning_Visitor,False,False
98,0,0.0,1,0.0,7.0,50.0,3.8095237999999996,8.0952381,0.0,True,Feb,2,4,1,7,Returning_Visitor,False,False
99,0,0.0,0,0.0,16.0,644.2,0.4166667,3.1666667000000004,0.0,False,Feb,3,2,3,4,Returning_Visitor,False,False
100,3,18.33333333,0,0.0,38.0,2635.177778,0.0,0.8947368000000001,0.0,True,Feb,2,4,1,2,Returning_Visitor,False,False
101,4,61.0,0,0.0,19.0,607.0,0.0,2.6984127,17.53595893,True,Feb,1,1,7,4,Returning_Visitor,True,True
102,0,0.0,0,0.0,6.0,415.0,0.0,3.3333333,0.0,True,Feb,1,1,3,2,Returning_Visitor,False,False
103,2,31.0,1,16.0,36.0,2083.530952,0.0,1.351025,0.0,True,Feb,2,2,4,3,Returning_Visitor,False,False
104,3,58.5,0,0.0,17.0,281.6666667,0.7058824,1.7647059,0.0,False,Feb,1,1,3,4,Returning_Visitor,False,False
105,0,0.0,0,0.0,2.0,27.0,15.0,15.0,0.0,False,Feb,1,1,7,2,Returning_Visitor,False,False
106,0,0.0,1,0.0,9.0,215.0,4.4444444,7.4074074,0.0,True,Feb,4,1,1,3,Returning_Visitor,False,False
107,0,0.0,0,0.0,12.0,162.0,5.0,6.6666666999999995,0.0,False,Feb,1,1,1,3,Returning_Visitor,False,False
108,0,0.0,0,0.0,2.0,114.0,5.0,6.6666666999999995,0.0,True,Feb,3,3,1,3,Returning_Visitor,False,False
109,6,326.25,4,94.0,128.0,5062.213753,0.08547010000000001,1.791847,0.0,False,Feb,2,5,1,3,Returning_Visitor,False,False
110,0,0.0,0,0.0,4.0,253.0,0.0,1.6666667,0.0,True,Feb,2,2,3,3,Returning_Visitor,False,False
111,0,0.0,0,0.0,4.0,0.0,20.0,20.0,0.0,True,Feb,2,2,1,3,Returning_Visitor,False,False
112,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,True,Feb,1,1,2,3,Returning_Visitor,False,False
113,2,22.0,0,0.0,25.0,436.5,0.8,2.4,0.0,True,Feb,2,4,1,1,Returning_Visitor,False,False
114,0,0.0,1,93.0,30.0,1045.833333,1.2903226,3.5483871000000002,0.0,True,Feb,1,1,1,3,Returning_Visitor,False,False
115,0,0.0,0,0.0,12.0,317.8333333,0.0,0.5555555999999999,0.0,False,Feb,1,1,1,4,Returning_Visitor,True,False
116,0,0.0,0,0.0,21.0,1146.333333,0.0,1.2962962999999998,0.0,True,Feb,3,2,1,3,Returning_Visitor,False,False
117,0,0.0,0,0.0,11.0,577.0,1.8181817999999998,2.7272727,0.0,True,Feb,2,2,3,1,Returning_Visitor,False,False
118,0,0.0,0,0.0,8.0,95.0,0.0,7.5,0.0,False,Feb,4,1,3,3,Returning_Visitor,False,False
119,0,0.0,0,0.0,6.0,301.5,0.0,11.1111111,0.0,False,Feb,2,4,9,3,Returning_Visitor,False,False
120,0,0.0,0,0.0,6.0,243.0,0.0,3.3333333,0.0,False,Feb,2,4,4,1,Returning_Visitor,False,False
121,0,0.0,0,0.0,4.0,135.5,0.0,5.0,0.0,True,Feb,2,2,1,2,Returning_Visitor,False,False
122,0,0.0,2,75.0,14.0,442.3333333,0.0,3.4375000000000004,0.0,True,Feb,1,1,3,3,Returning_Visitor,False,False
123,0,0.0,0,0.0,3.0,41.0,0.0,6.6666666999999995,0.0,False,Feb,1,1,3,3,Returning_Visitor,False,False
124,0,0.0,0,0.0,11.0,292.9,2.8000000000000003,11.952380999999999,0.0,False,Feb,2,4,3,1,Returning_Visitor,False,False
125,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,False,Feb,1,1,3,3,Returning_Visitor,False,False
126,0,0.0,0,0.0,9.0,1238.333333,0.0,4.0740741,0.0,True,Feb,2,2,1,3,Returning_Visitor,False,False
127,0,0.0,0,0.0,10.0,225.4666667,0.0,5.0,0.0,True,Feb,1,1,8,3,Returning_Visitor,False,False
128,4,462.0,0,0.0,51.0,1873.216667,0.0,0.754717,0.0,True,Feb,2,2,9,3,Returning_Visitor,False,False
129,0,0.0,0,0.0,3.0,13.0,13.3333333,16.6666667,0.0,False,Feb,2,4,1,1,Returning_Visitor,False,False
130,0,0.0,0,0.0,2.0,222.0,0.0,10.0,0.0,False,Feb,2,6,1,2,Returning_Visitor,True,False
131,2,20.0,0,0.0,16.0,214.8333333,0.0,2.2222222,0.0,False,Feb,2,2,1,6,Returning_Visitor,False,False
132,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,False,Feb,3,2,3,3,Returning_Visitor,False,False
133,0,0.0,0,0.0,6.0,2017.166667,0.0,1.1111111,0.0,True,Feb,2,2,4,3,Returning_Visitor,False,False
134,6,111.5,0,0.0,26.0,449.0277778,0.0,1.8518519,0.0,True,Feb,1,1,3,3,Returning_Visitor,False,False
135,0,0.0,0,0.0,6.0,158.1666667,0.0,3.3333333,0.0,False,Feb,3,2,4,2,Returning_Visitor,False,False
136,0,0.0,0,0.0,9.0,303.6666667,0.5555555999999999,4.6296296,0.0,False,Feb,2,4,5,2,Returning_Visitor,False,False
137,0,0.0,0,0.0,3.0,25.0,0.0,6.6666666999999995,0.0,False,Feb,2,4,1,5,Returning_Visitor,False,False
138,0,0.0,0,0.0,2.0,42.0,5.0,15.0,0.0,True,Feb,2,2,1,4,Returning_Visitor,False,False
139,4,103.625,0,0.0,14.0,1003.416667,0.0,1.8039216,0.0,True,Feb,1,1,3,3,Returning_Visitor,False,False
140,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,False,Feb,2,2,7,3,Returning_Visitor,False,False
141,0,0.0,0,0.0,9.0,272.5,0.0,1.1851852,0.0,True,Feb,1,1,6,3,Returning_Visitor,False,False
142,3,19.0,0,0.0,8.0,344.0,0.0,0.7407407,0.0,False,Feb,2,4,2,3,Returning_Visitor,False,False
143,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,False,Feb,2,2,2,3,Returning_Visitor,False,False
144,0,0.0,1,19.0,10.0,852.0,0.0,0.9090908999999999,0.0,False,Feb,2,2,3,6,Returning_Visitor,False,False
145,0,0.0,0,0.0,3.0,780.0,6.6666666999999995,6.6666666999999995,0.0,True,Feb,2,4,1,3,Returning_Visitor,False,False
146,0,0.0,0,0.0,3.0,1038.0,0.0,3.3333333,0.0,False,Feb,2,2,1,1,Returning_Visitor,False,False
147,0,0.0,0,0.0,4.0,573.0,0.0,5.0,0.0,False,Feb,2,2,3,3,Returning_Visitor,False,False
148,0,0.0,0,0.0,28.0,1231.233333,0.7142857,3.0357143,0.0,False,Feb,1,1,4,3,Returning_Visitor,False,False
149,0,0.0,0,0.0,11.0,316.6666667,0.0,2.7272727,0.0,True,Feb,2,2,2,1,Returning_Visitor,False,False
150,0,0.0,0,0.0,20.0,873.7365079,0.75,2.8166667,0.0,False,Feb,1,2,1,1,Returning_Visitor,False,False
151,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,True,Feb,2,2,3,4,Returning_Visitor,False,False
152,0,0.0,0,0.0,4.0,16.0,10.0,15.0,0.0,False,Feb,2,5,5,1,Returning_Visitor,False,False
153,0,0.0,0,0.0,19.0,615.0,0.0,2.6315789,0.0,True,Feb,2,2,3,3,Returning_Visitor,False,False
154,0,0.0,0,0.0,9.0,261.75,0.0,2.6666667,0.0,False,Feb,2,6,1,1,Returning_Visitor,False,False
155,0,0.0,0,0.0,21.0,615.8831169,3.3333333,4.993081,0.0,False,Feb,3,2,2,1,Returning_Visitor,True,False
156,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,False,Feb,3,3,3,2,Returning_Visitor,True,False
157,0,0.0,0,0.0,6.0,117.5,0.0,3.3333333,0.0,True,Feb,1,1,1,3,Returning_Visitor,True,False
160,0,0.0,0,0.0,23.0,501.6666667,0.8695652,1.884058,0.0,True,Feb,1,1,4,2,Returning_Visitor,False,False
161,2,58.0,2,22.0,31.0,829.1666667,3.030303,4.0606061,0.0,False,Feb,1,1,1,1,Returning_Visitor,True,False
162,1,9.5,0,0.0,23.0,1223.0,1.5217391,1.2463768,0.0,False,Feb,1,1,1,2,Returning_Visitor,True,False
163,0,0.0,0,0.0,6.0,467.0,0.0,1.6666667,0.0,True,Feb,1,1,3,3,Returning_Visitor,False,False
164,0,0.0,0,0.0,23.0,737.1666667,0.8695652,1.1594203,0.0,True,Feb,2,2,1,3,Returning_Visitor,False,False
165,0,0.0,0,0.0,12.0,129.0,0.0,3.3333333,0.0,False,Feb,1,1,3,2,Returning_Visitor,False,False
166,0,0.0,0,0.0,5.0,63.0,0.0,4.0,0.0,False,Feb,2,2,1,3,Returning_Visitor,False,False
167,0,0.0,0,0.0,5.0,125.0,8.6666667,16.6666667,0.0,False,Feb,2,2,1,3,Returning_Visitor,False,False
168,0,0.0,0,0.0,11.0,684.3333333,1.8181817999999998,6.3636364,0.0,False,Feb,2,4,6,1,Returning_Visitor,False,False
169,0,0.0,0,0.0,20.0,665.4722222,0.0,1.4500000000000002,0.0,True,Feb,3,2,7,4,Returning_Visitor,True,False
170,1,0.0,0,0.0,15.0,487.5,0.0,1.9166667,0.0,True,Feb,1,1,2,4,Returning_Visitor,True,False
171,0,0.0,0,0.0,17.0,437.1666667,1.1111111,3.3333333,0.0,False,Feb,2,4,1,3,Returning_Visitor,False,False
172,0,0.0,0,0.0,3.0,55.0,6.6666666999999995,10.0,0.0,True,Feb,1,1,1,3,Returning_Visitor,False,False
173,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,True,Feb,1,1,1,2,Returning_Visitor,True,False
174,5,41.3,0,0.0,24.0,446.9277778,0.0,0.8602151,0.0,True,Feb,2,2,8,1,Returning_Visitor,True,False
175,3,87.0,0,0.0,10.0,320.5,0.0,1.5384615000000001,0.0,False,Feb,1,1,2,3,Returning_Visitor,False,False
176,0,0.0,0,0.0,7.0,666.0,0.0,1.4285714,0.0,False,Feb,1,1,6,2,Returning_Visitor,False,False
177,1,0.0,0,0.0,21.0,405.7095238,1.0743802,4.7002635,0.0,False,Feb,1,1,1,4,Returning_Visitor,False,False
179,0,0.0,0,0.0,6.0,163.25,3.3333333,3.3333333,0.0,True,Feb,1,1,6,2,Returning_Visitor,False,False
180,0,0.0,0,0.0,17.0,284.25,0.0,1.1764706,0.0,False,Feb,3,2,6,2,Returning_Visitor,True,False
181,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,True,Feb,4,2,1,3,Returning_Visitor,False,False
182,0,0.0,0,0.0,1.0,0.0,20.0,20.0,0.0,False,Feb,2,4,1,1,Returning_Visitor,False,False
183,0,0.0,0,0.0,8.0,260.0,0.8333333,2.5,0.0,True,Feb,3,2,1,3,Returning_Visitor,True,False
184,0,0.0,6,722.5238,5.0,279.8571429,0.3174603,1.2764202,0.0,False,Mar,2,2,1,8,Returning_Visitor,False,False
185,0,0.0,0,0.0,20.0,927.45,1.1111111,2.7248677,8.000740741,False,Mar,1,1,3,1,Returning_Visitor,False,False
186,2,9.0,0,0.0,50.0,836.8,0.0,0.6339869,0.0,False,Mar,2,2,3,2,Returning_Visitor,False,False
187,10,293.7782051,2,153.0,96.0,3283.166739,0.1960784,1.3509414000000002,0.0,False,Mar,3,2,6,2,Returning_Visitor,True,False
188,9,111.5,1,48.5,49.0,1868.819697,0.0,2.0708873999999997,1.706014966,False,Mar,2,2,7,2,Returning_Visitor,False,True
189,3,47.0,1,51.0,68.0,3008.124108,0.7142857,1.6727891000000001,46.53017511,False,Mar,2,2,1,1,Returning_Visitor,False,False
190,0,0.0,0,0.0,2.0,0.0,20.0,20.0,0.0,False,Mar,1,1,1,3,Returning_Visitor,False,False
191,3,839.0500000000011,5,3.0,24.0,3230.25,3.6190476,9.6,0.0,False,Mar,2,2,1,2,Returning_Visitor,False,False
192,3,52.0,0,0.0,9.0,319.0,0.0,2.0,0.0,False,Mar,1,1,1,1,Returning_Visitor,False,False
193,0,0.0,0,0.0,3.0,42.0,0.0,6.6666666999999995,0.0,False,Mar,2,2,3,1,Returning_Visitor,False,False
194,0,0.0,0,0.0,22.0,354.3333333,0.9090908999999999,5.7662338,0.0,False,Mar,1,1,7,2,Returning_Visitor,True,False
195,0,0.0,0,0.0,98.0,3556.61241,0.2061856,1.0173465,0.0,False,Mar,1,1,1,3,Returning_Visitor,False,False
196,2,56.0,1,144.0,67.0,2563.783333,0.0,0.5797101,19.34265017,False,Mar,2,2,4,2,New_Visitor,False,True
197,3,112.9607843,0,0.0,13.0,3014.018519,1.3068182,6.140625,0.0,False,Mar,2,2,1,2,Returning_Visitor,False,False
198,0,0.0,0,0.0,17.0,840.2333333,0.0,0.1666667,109.176,False,Mar,2,2,9,2,New_Visitor,False,True
199,3,94.0,2,125.0,55.0,1970.844805,0.0,0.1724138,96.25511582,False,Mar,2,4,1,2,New_Visitor,True,True
200,1,32.0,0,0.0,50.0,2867.0,0.0,0.4,153.4432478,False,Mar,2,2,7,8,Returning_Visitor,True,True
201,0,0.0,0,0.0,5.0,43.0,0.0,4.0,0.0,False,Mar,1,1,1,9,Returning_Visitor,True,False
202,5,218.0,0,0.0,13.0,284.5,0.0,0.4166667,0.0,False,Mar,1,1,1,2,New_Visitor,False,False
203,0,0.0,0,0.0,3.0,133.5,0.0,8.8888889,0.0,False,Mar,1,2,1,8,Returning_Visitor,False,False
204,1,119.0,0,0.0,12.0,297.6666667,0.0,0.8333333,0.0,False,Mar,3,2,1,10,Returning_Visitor,False,False
205,3,281.0,0,0.0,16.0,453.75,0.0,0.5263158,0.0,False,Mar,2,2,5,2,New_Visitor,False,False
206,1,18.0,0,0.0,16.0,1331.75,0.0,1.25,33.79956701,False,Mar,2,5,2,3,New_Visitor,False,True
207,2,40.0,0,0.0,5.0,558.5,0.0,2.8571429,0.0,False,Mar,2,2,7,2,New_Visitor,True,False
208,3,107.0,0,0.0,4.0,145.8333333,0.0,1.6666667,0.0,False,Mar,3,2,7,1,New_Visitor,False,False
209,0,0.0,0,0.0,8.0,731.0,0.0,4.375,0.0,False,Mar,2,4,1,3,Returning_Visitor,False,False
210,2,49.0,1,127.0,4.0,188.0,3.3333333,3.75,0.0,False,Mar,3,2,3,2,Returning_Visitor,False,False
211,0,0.0,0,0.0,14.0,565.3333333,3.7619048000000004,4.952381,0.0,False,Mar,2,6,3,1,Returning_Visitor,False,False
212,0,0.0,0,0.0,2.0,50.0,0.0,5.0,0.0,False,Mar,3,2,8,11,Returning_Visitor,False,False
213,4,57.0,0,0.0,7.0,591.0,0.6666667000000001,3.3333333,0.0,False,Mar,1,2,6,6,Returning_Visitor,True,False
214,2,2.0,3,261.0,10.0,281.0,0.0,4.2857143,0.0,False,Mar,2,2,1,2,Returning_Visitor,False,False
215,2,123.0,2,306.3333333,18.0,483.8333333,0.0,2.0,0.0,False,Mar,2,2,4,1,Returning_Visitor,False,False
216,2,118.0,0,0.0,4.0,42.0,0.0,6.6666666999999995,0.0,False,Mar,1,2,7,3,Returning_Visitor,False,False
217,0,0.0,0,0.0,35.0,1192.386111,0.5714286,2.8571429,0.0,False,Mar,2,4,2,2,Returning_Visitor,False,False
